report_id,ts_code,unique_anchored_date,raw_pdf_path,pdf_sha256,original_line,date_text,date,characters_before_author,date_starts_at,title_precedes_date_on_same_line
AP202207091576007240,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207091576007240.pdf,d769f9ce25b01675ab903d7e85b2c0953a8da5d0eb6621b9bb9dc115790c810d,"6 月长安自主销量环比+40%,需求持续恢复 2022 年 07 月 09 日",2022 年 07 月 09 日,2022-07-09,102.0,85.0,True
AP202207091576013678,600104.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207091576013678.pdf,d05ba6c0335644f89d69d52ae19dbffc2b10454562d44a4b525c4778b2903ec1,"6 月产量环比+37%,新能源销量占比持续提升 2022 年 07 月 09 日",2022 年 07 月 09 日,2022-07-09,103.0,86.0,True
AP202207101576025384,000661.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207101576025384.pdf,212b2ca753deb4def87c95073c93985e1e3d9f4e50c3af66ee3ae9334f714ea4,"股权激励计划落地,激发核心骨干活力 2022 年 07 月 10 日",2022 年 07 月 10 日,2022-07-10,99.0,82.0,True
AP202207121576072617,300308.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207121576072617.pdf,6b26b2153b72be064c8779a42035ca2f5b677239528a1168d45cdb6d2e3c036b,"上,盈利能力稳步提升,业绩增长超预期 2022 年 07 月 12 日",2022 年 07 月 12 日,2022-07-12,127.0,110.0,True
AP202207131576115315,688599.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207131576115315.pdf,bc6af418853406f7c987e2d53ee0f9d2a551c2b6a0f6edcbfb050d460ea82c75,"知名组件龙头,N 型时代超一体化布局 2022 年 07 月 13 日",2022 年 07 月 13 日,2022-07-13,100.0,83.0,True
AP202207141576124337,601689.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207141576124337.pdf,91bd54e8382fcde32fb681ff32669d72764467b07b22af31d481acd45cd8e515,"Q2 业绩符合预期,持续推进 Tier0.5 战略 2022 年 07 月 14 日",2022 年 07 月 14 日,2022-07-14,107.0,90.0,True
AP202207141576127298,300919.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207141576127298.pdf,a4f7a18dc30fdb3c7b8d897ef60cd3cb8385af0ff93eeb11a3bc6c82e4df9ac5,"盈利拐点明确,一体化驱动量利提升 2022 年 07 月 14 日",2022 年 07 月 14 日,2022-07-14,95.0,78.0,True
AP202207151576162913,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207151576162913.pdf,0ff08dc7af0b6859a418d246a4c14b185e15efff04c0853532e1715f23be8084,"业绩大超市场预期,爆款电动车量利双升 2022 年 07 月 15 日",2022 年 07 月 15 日,2022-07-15,97.0,80.0,True
AP202207151576171735,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207151576171735.pdf,d8e791ce79e57edb000e328640c55684cb084d755be302078f63b164aa9c76fd,同比高增长 2022 年 07 月 15 日,2022 年 07 月 15 日,2022-07-15,112.0,95.0,True
AP202207261576568607,300124.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207261576568607.pdf,b902807616df0427beb2a64333bff05b9e9d8f9d281efeb99c109f7de23a6ebb,"常态化股权+长效激励,助力龙头再次腾飞 2022 年 07 月 26 日",2022 年 07 月 26 日,2022-07-26,101.0,84.0,True
AP202207271576587281,603259.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207271576587281.pdf,717f15972dbcc5b38a99b6db932d0e9f6e70bf3c2953c008f626f3d3b341ccf1,"上半年业绩维持高增速,长期看好一体化龙头 2022 年 07 月 27 日",2022 年 07 月 27 日,2022-07-27,101.0,84.0,True
AP202207281576629881,000988.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202207281576629881.pdf,03be43e4d5012dbf76f9c9e8935fee5bb42ce271dd6044461cdd209c63853d92,"大赛道,积极布局新能源领域,业绩超预期增长 2022 年 07 月 28 日",2022 年 07 月 28 日,2022-07-28,128.0,111.0,True
AP202208011576750182,603369.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208011576750182.pdf,8081d5247ac8f302d3f2f1bf33e91a548421cb6558a51532f4ad4b8e9c2d718e,"股权激励进一步推进,助力高质高效发展 2022 年 08 月 01 日",2022 年 08 月 01 日,2022-08-01,98.0,81.0,True
AP202208011576757204,600104.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208011576757204.pdf,db7d92c8741a41f26a58a139c19c2a7c9e494519588f3d9b6352becc5a477ebe,"自主品牌冲击高端,合资品牌底部向上 2022 年 08 月 01 日",2022 年 08 月 01 日,2022-08-01,98.0,81.0,True
AP202208051576916859,601238.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208051576916859.pdf,bcd310d4227928da14cc9a756b2397551e9454763eaaef0333ae632ec4573ac3,"集团批发环比-6%,埃安表现靓丽 2022 年 08 月 05 日",2022 年 08 月 05 日,2022-08-05,96.0,79.0,True
AP202208051576937547,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208051576937547.pdf,ce3173eb67cfdea83d21a052d7b656b23bf13803f42ac3b62f0b2643682ae2fa,【勘误版】 2022 年 08 月 05 日,2022 年 08 月 05 日,2022-08-05,108.0,91.0,True
AP202208071576967289,000858.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208071576967289.pdf,cf9806cc72f69008676085b673e838b9bfcb7591b3ee1bb3a3807687532ca847,"奋楫扬帆稳驭舟,笃行不怠赴新程 2022 年 08 月 07 日",2022 年 08 月 07 日,2022-08-07,96.0,79.0,True
AP202208081576993708,600104.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208081576993708.pdf,dea428c7ed1fa05e38d525b7a26100ecc99076b760defc5e042aa0b1d4c0454e,"7 月批发环比+5%,出口市场持续靓丽 2022 年 08 月 08 日",2022 年 08 月 08 日,2022-08-08,68.0,51.0,True
AP202208091577030667,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208091577030667.pdf,43bdc0fc671fac2d56d1aeba3438ae0be8745c3fe1d04c96fec7f68c419ebb5f,动转型之路 2022 年 08 月 09 日,2022 年 08 月 09 日,2022-08-09,113.0,96.0,True
AP202208091577034766,601633.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208091577034766.pdf,9c1ae93e05ba0ec38f1cc3e8b4314be1cfa5568ca5838f3b599f18bcb799001c,"7 月批发环比为正,出口同比涨幅创今年新高 2022 年 08 月 09 日",2022 年 08 月 09 日,2022-08-09,101.0,84.0,True
AP202208091577050743,002709.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208091577050743.pdf,da4d0277c1665242215ae3009c35c25040928263b3ffa18923c5daa0df12e7b3,"股权激励方案落地,绑定员工共享高成长 2022 年 08 月 09 日",2022 年 08 月 09 日,2022-08-09,97.0,80.0,True
AP202208101577076456,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208101577076456.pdf,4658510678217023d916e5c07382e6e5d89c9828f5f3af316b94ab17dd03e28b,转型 2022 年 08 月 09 日,2022 年 08 月 09 日,2022-08-09,106.0,89.0,True
AP202208101577080105,002353.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208101577080105.pdf,a0b4e875a22bc5bcee9f844a6918778007e6d63f15fe3531b1ba2f216d5b5671,"Q2 业绩超预期,下半年仍有望保持高速增长 2022 年 08 月 10 日",2022 年 08 月 10 日,2022-08-10,102.0,85.0,True
AP202208121577148737,600884.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208121577148737.pdf,7d06225fd782702c7ce5b913a71b472897a0e81017ca59b495ff71837b4b6c46,"负极业务量利齐升,业绩符合市场预期 2022 年 08 月 12 日",2022 年 08 月 12 日,2022-08-12,96.0,79.0,True
AP202208151577212057,300750.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208151577212057.pdf,b32588c144484e37e2ce53bbb13febb5a18331a5ca05e140528ad6d02f01e8e0,"加码欧洲产能,全球战略布局加深 2022 年 08 月 15 日",2022 年 08 月 15 日,2022-08-15,94.0,77.0,True
AP202208161577257826,600809.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208161577257826.pdf,a46e8f9f85b61632350eb1f3389b59073d680dd61f25f75761daceec355526c7,"国改助力回正轨,清香龙头势如虹 2022 年 08 月 15 日",2022 年 08 月 15 日,2022-08-15,97.0,80.0,True
AP202208191577370909,300979.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208191577370909.pdf,2a074c9f13339ae62a19aed2fad112716a6557b1bc064c3dd3c3975c27992baf,推进 2022 年 08 月 18 日,2022 年 08 月 18 日,2022-08-18,108.0,91.0,True
AP202208191577396321,002920.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208191577396321.pdf,a69106bef4cb4b1c871377c243fc68b973544ccdc6a986762ca814d29f506043,2022 年半年报点评:营收同比实现高增长 2022 年 08 月 19 日,2022 年 08 月 19 日,2022-08-19,102.0,85.0,True
AP202208221577439438,688271.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208221577439438.pdf,054f32b97d6278ec07becce175974a7b583db111440809751d17c192344279a5,"国产医疗影像设备龙头,迈向世界之巅 2022 年 08 月 21 日",2022 年 08 月 21 日,2022-08-21,99.0,82.0,True
AP202208241577531411,601318.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208241577531411.pdf,3959ae31e11dbdfbf3a02b4fcc8c7bdadfc6c693e2bc34691879ed4bedd3c922,长显韧性 2022 年 08 月 23 日,2022 年 08 月 23 日,2022-08-23,108.0,91.0,True
AP202208241577536753,600600.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208241577536753.pdf,f621176e7cf4cf9a11756a03da96f018dbbd0851dc113376185186ea63d27644,"酒香百年底蕴积,品优时代燎原起 2022 年 08 月 23 日",2022 年 08 月 23 日,2022-08-23,95.0,78.0,True
AP202208241577550283,300750.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208241577550283.pdf,d7666230b77541dfa6ce4ef54f042d0e5e515ec8e5a07cf96a5871555e476388,"盈利迅速恢复,大超市场预期 2022 年 08 月 24 日",2022 年 08 月 24 日,2022-08-24,104.0,87.0,True
AP202208251577591740,601633.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208251577591740.pdf,df9caf64589d7f90ecfe40aaccb20ae79e77235f010f7165a655af2fa05940c4,"看好哈弗 H6 新能源,全面加速转型 2022 年 08 月 23 日",2022 年 08 月 23 日,2022-08-23,98.0,81.0,True
AP202208261577658575,600741.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208261577658575.pdf,52fd0d69b1605b4a0cd8812731789af743a8bd30de61e16a2f41a0def80adf44,"中性化战略持续推进,营收同比实现增长 2022 年 08 月 25 日",2022 年 08 月 25 日,2022-08-25,100.0,83.0,True
AP202208261577684598,300014.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208261577684598.pdf,54250fa860234d6f2d9007c3db67a946390e74b9cc2c14826e363fc12c7a44f5,"盈利拐点明确,全年出货预计翻番增长 2022 年 08 月 26 日",2022 年 08 月 26 日,2022-08-26,108.0,91.0,True
AP202208261577686723,601628.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208261577686723.pdf,a83e78d3f870fe93a3995fcf31688ed97897b1f7af1ebebcea909635b12c1475,波动拖累利润释放 2022 年 08 月 25 日,2022 年 08 月 25 日,2022-08-25,114.0,97.0,True
AP202208271577729004,300450.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208271577729004.pdf,2a6c383dde321ffb0ac18ded214900409ebf4a4bb769f5a237386c51c5068522,趋势下设备龙头业绩弹性 2022 年 08 月 26 日,2022 年 08 月 26 日,2022-08-26,115.0,98.0,True
AP202208271577730406,600398.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208271577730406.pdf,506604768a0464b9380098c3a5454c1d370bbe5d2b98d3af74a63604bf56f8c3,持续恢复 2022 年 08 月 26 日,2022 年 08 月 26 日,2022-08-26,113.0,96.0,True
AP202208301577839582,600398.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208301577839582.pdf,cc835b029df63f66c55b2b622ab44c67825281ecd859819b0e4bf89367b5f64d,持续恢复【勘误版】 2022 年 08 月 30 日,2022 年 08 月 30 日,2022-08-30,118.0,101.0,True
AP202208311577862911,601838.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208311577862911.pdf,82ee602d15de3fc9fefca8d329ffe6409bb7f41351ea779003120cc5c70b0e50,"2022 年中报点评:成长势头向好,盈利高增 2022 年 08 月 30 日",2022 年 08 月 30 日,2022-08-30,104.0,87.0,True
AP202208311577874650,601336.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202208311577874650.pdf,48dc7b6f1acbacc6c1d2d5a872be3ed994315d7650b4927ac47dde26bf9cac3b,2022 年中报点评:资负两端深度承压 2022 年 08 月 30 日,2022 年 08 月 30 日,2022-08-30,100.0,83.0,True
AP202209011577925211,600010.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209011577925211.pdf,07d8779d1846e8952f872bb3bb0c73a731f30b3680c89c4f56b24e0ad83f1270,2022H1 点评:钢铁业务拖累总体业绩 2022 年 08 月 31 日,2022 年 08 月 31 日,2022-08-31,99.0,82.0,True
AP202209021577963944,688111.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209021577963944.pdf,8102e1569e0092d572c0492ffc2e1fb356f1cf5ace9fed182de40481b34f4e6e,金山独秀峰:B 端市场空间广阔 2022 年 09 月 02 日,2022 年 09 月 02 日,2022-09-02,97.0,80.0,True
AP202209041578012305,600031.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209041578012305.pdf,013632a77bd3c5d302ba2a290b6b86aa2f6aad28c5c66ad2999c1601e33f6785,"Q2 业绩符合预期,下半年起有望触底回暖 2022 年 09 月 03 日",2022 年 09 月 03 日,2022-09-03,101.0,84.0,True
AP202209051578041036,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209051578041036.pdf,1c65867beea08de3ccb3a8ef4cb63e87d722aa24f7ad5c54995c30614ca1e857,"8 月销量再创新高,新车型订单饱满迅速上量 2022 年 09 月 04 日",2022 年 09 月 04 日,2022-09-04,100.0,83.0,True
AP202209061578077688,601238.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209061578077688.pdf,594dd3c44d782c295dfed188feb0187cebcd453a1f0c71230f329878a6c2e3e7,"集团批发同比+78%,埃安表现靓丽 2022 年 09 月 06 日",2022 年 09 月 06 日,2022-09-06,97.0,80.0,True
AP202209071578100648,600104.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209071578100648.pdf,c669b8b7f524e032938030b93d82413fae722b469ae2458bdf6ba9879cac539b,"8 月批发同比+26%,出口创历史新高 2022 年 09 月 07 日",2022 年 09 月 07 日,2022-09-07,99.0,82.0,True
AP202209091578168414,601633.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209091578168414.pdf,d4256397ae92fd01534853454f469036b8c784b841bcab09ce7ecb03b4c648f1,"8 月批发同比+19%,高价值车型占比达新高 2022 年 09 月 09 日",2022 年 09 月 09 日,2022-09-09,102.0,85.0,True
AP202209121578285055,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209121578285055.pdf,a1179b3cb0988386372b34dbefe0b35f9b1d00cd435aa8b602932e59480abc40,"高温限电影响 8 月生产,新能源表现靓丽 2022 年 09 月 12 日",2022 年 09 月 12 日,2022-09-12,100.0,83.0,True
AP202209131578361441,600276.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209131578361441.pdf,0b19129d3ce4b4c45e3512b1e7963591afd7d153a54e7f529e44d77aea16bb13,"黎明将至,“创新+国际化”引领新征程 2022 年 09 月 13 日",2022 年 09 月 13 日,2022-09-13,100.0,83.0,True
AP202209191578512125,002241.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209191578512125.pdf,25d74e93b8f5d3ad69c5ee39b6d47ce02cad6287a4dfec6af71b078415ec5128,综合核心竞争力带来持续成长信心 2022 年 09 月 19 日,2022 年 09 月 19 日,2022-09-19,97.0,80.0,True
AP202209201578540436,300418.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209201578540436.pdf,2803c647ce96626e5350c372378cae78d0661f519699090abc4fb882ad0a738c,"核心业务稳健增长,盈利能力持续提升 2022 年 09 月 20 日",2022 年 09 月 20 日,2022-09-20,98.0,81.0,True
AP202209281578731310,300014.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202209281578731310.pdf,c96746bf1a393f1b363cca4e9bdd599c616ba1ad0c0b44721be3da73f8a40aa5,"电池产能扩张提速,加码锂+负极一体化布局 2022 年 09 月 28 日",2022 年 09 月 28 日,2022-09-28,99.0,82.0,True
AP202210071578943280,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210071578943280.pdf,d8e3bafbb9d4095aa0a832f07599eafdcb14f318d2ad319b0f270a0fd6931877,"9 月销量再创新高超预期,新车型逐渐放量 2022 年 10 月 07 日",2022 年 10 月 07 日,2022-10-07,99.0,82.0,True
AP202210071578943986,300750.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210071578943986.pdf,2758f2ab11c46f8d975aa9b0bae296577913a19e80b6fcacc3f8559f1d16eda4,"间接持股洛阳钼业,深化上游一体化布局 2022 年 10 月 07 日",2022 年 10 月 07 日,2022-10-07,97.0,80.0,True
AP202210081578985933,603185.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210081578985933.pdf,2f471f7ace327b7ea045e1952512d8a7bb0f1426ed3af69a8f35b555031faa42,"硅片新贵,一体化布局成本领先 2022 年 10 月 08 日",2022 年 10 月 08 日,2022-10-08,96.0,79.0,True
AP202210101579029173,600104.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210101579029173.pdf,0f103372ec174ec3526ba307df2be69430dd54ebe9e99c98a3d7d10f293f3eaa,"9 月批发同比+6%,出口再创历史新高 2022 年 10 月 10 日",2022 年 10 月 10 日,2022-10-10,99.0,82.0,True
AP202210101579037746,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210101579037746.pdf,4492794f7b28ef5f4f1ea4622692a36981ff496b7058cf6adf7372d74d21e82e,"9 月长安产批环比迅速恢复,新能源高增长 2022 年 10 月 10 日",2022 年 10 月 10 日,2022-10-10,100.0,83.0,True
AP202210111579057473,300750.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210111579057473.pdf,beb0861ba550ab6ca80e3ee72eae1d922890ce79982536f2d7660df2243b064d,"Q3 业绩超预期,全球市占率再创新高 2022 年 10 月 11 日",2022 年 10 月 11 日,2022-10-11,97.0,80.0,True
AP202210111579074579,601238.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210111579074579.pdf,abd087e51ce4cbe59cd6c5d318bd9c7601dd840bb428ca2c25579e4b21c4854f,"集团批发同比+44%,埃安再创新高 2022 年 10 月 11 日",2022 年 10 月 11 日,2022-10-11,97.0,80.0,True
AP202210131579137128,600809.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210131579137128.pdf,1d4c39092fc0df999eebd23dd7a215229d043257594e7a6787b6caf93ebe1556,"Q3 业绩兑现,全年余力充足 2022 年 10 月 13 日",2022 年 10 月 13 日,2022-10-13,95.0,78.0,True
AP202210191579284709,601601.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210191579284709.pdf,f2b1f31ebad9410f6e4ec6cbcc6b6fb35b884448a743fe8f14538b9178fcc026,上海国资持续底部增持彰显充足信心 2022 年 10 月 18 日,2022 年 10 月 18 日,2022-10-18,97.0,80.0,True
AP202210231579381487,600515.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210231579381487.pdf,17dd6329b299ebfc28364b0a915c3b779cca5f812ccacd18a47d1f6b9b42a430,"海南自贸港建设者,东方夏威夷领航员 2022 年 10 月 23 日",2022 年 10 月 23 日,2022-10-23,99.0,82.0,True
AP202210261579481725,002271.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210261579481725.pdf,5ccf605e3bc5969985c59d00d43ba5eb29cef2380ed282adcaa4ad6b6c7fb534,"Q3 业绩承压,费用压缩、现金流环比略改善 2022 年 10 月 26 日",2022 年 10 月 26 日,2022-10-26,102.0,85.0,True
AP202210271579519441,601318.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210271579519441.pdf,d519d3e836de8633af299b224cd78ac3eaae52298e7204e33a043ea57248294a,注开门红预期催化 2022 年 10 月 27 日,2022 年 10 月 27 日,2022-10-27,114.0,97.0,True
AP202210271579519746,000708.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210271579519746.pdf,de76f8950343529675c10487dcdeba951ba0258903bf1fb89a04069c6f972829,2022Q3 业绩点评:钢价下滑拖累业绩表现 2022 年 10 月 27 日,2022 年 10 月 27 日,2022-10-27,103.0,86.0,True
AP202210271579529459,600019.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210271579529459.pdf,9c4f130fad7a09b1247b28f090ae76f9b4c0c2e43746c520c821d337c4c622e9,"2022Q3 业绩点评:购销价差缩小,业绩承压 2022 年 10 月 27 日",2022 年 10 月 27 日,2022-10-27,102.0,85.0,True
AP202210271579533670,300979.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210271579533670.pdf,66c4cf8e0bb82bcc585ee37fdc865a44361e4429ee04446fb684fa6aea97fbfb,苏节奏 2022 年 10 月 27 日,2022 年 10 月 27 日,2022-10-27,110.0,93.0,True
AP202210281579561149,601628.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210281579561149.pdf,955733009d3a5670c6c996defbcaa6180df8d9ffc39623fa773d1d08eeda2e39,市场波动拖累利润释放 2022 年 10 月 28 日,2022 年 10 月 28 日,2022-10-28,118.0,101.0,True
AP202210281579569551,300760.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210281579569551.pdf,7abf58b6f033cb2e2cd0c6c42e2fbee18dd69444d41c45968107fa4311dbabdb,"下持续受益,三大核心业务稳步增长 2022 年 10 月 27 日",2022 年 10 月 27 日,2022-10-27,122.0,105.0,True
AP202210291579617535,600741.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210291579617535.pdf,9f83aca468c67d5826d341ba1b358e7b4edd63ca69f21dd8c7091ff4fd484aa4,2022 年 Q3 季报点评:业绩环比高增长! 2022 年 10 月 28 日,2022 年 10 月 28 日,2022-10-28,105.0,88.0,True
AP202210301579623953,601799.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210301579623953.pdf,bd825c835866bcf2b95a1a02992e617ddf9a5ba684af6184192448f2f2e04a9b,期成长 2022 年 10 月 28 日,2022 年 10 月 28 日,2022-10-28,115.0,98.0,True
AP202210301579626453,600398.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210301579626453.pdf,b22354db08a31757973f6fbbe80e2b23e866535dcafaa14b5e3b9e7d81f47d12,"2022 年三季报点评: Q3 环比改善,业绩韧性凸显 2022 年 10 月 29 日",2022 年 10 月 29 日,2022-10-29,108.0,91.0,True
AP202210311579659890,002384.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210311579659890.pdf,74cd590a5a85f292e723f10ed3280c3536b8f15e7d8875c1db1e39763004a9f0,"双轮驱动,再造东山 2022 年 10 月 31 日",2022 年 10 月 31 日,2022-10-31,89.0,72.0,True
AP202210311579662625,601601.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210311579662625.pdf,0e08c3230147412ceed301453a532601e31daaa8025a96b723d29ecc5c7386f8,险利润夯实集团业绩 2022 年 10 月 30 日,2022 年 10 月 30 日,2022-10-30,115.0,98.0,True
AP202210311579670612,000625.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202210311579670612.pdf,13a4af586bba760b3a7308a74ed52d6164a8082a30e51514c45e21d627013b71,2022 三季报点评:自主盈利能力稳定增长 2022 年 10 月 31 日,2022 年 10 月 31 日,2022-10-31,101.0,84.0,True
AP202211011579701970,600009.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211011579701970.pdf,b9c90b6ae896ea7bb4ca7e66fabaa3bbb4740c9b2478fb3031a9ef3363953ecf,"整合虹桥协同发展,等待国际客流修复 2022 年 10 月 31 日",2022 年 10 月 31 日,2022-10-31,98.0,81.0,True
AP202211011579705223,601336.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211011579705223.pdf,33ff73b1d522491a960de2846dd1a8a15f5141b8ffe1393a3c34d45d97c2f3e6,调盈利预测 2022 年 10 月 31 日,2022 年 10 月 31 日,2022-10-31,111.0,94.0,True
AP202211021579825966,600566.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211021579825966.pdf,fccd1f52920648f2665b472ea7a5a07da13614cd825ace3d9a08507d15f690d2,"小儿豉翘引领二线放量,BD 项目未来可期 2022 年 11 月 01 日",2022 年 11 月 01 日,2022-11-01,102.0,85.0,True
AP202211041579947862,002594.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211041579947862.pdf,1c4f4c69b6dd98e98cafeb33ec3ffd9060be72ea2fa46b5a48a20436449be217,"10 月销量亮眼再创新高,新车型贡献增量 2022 年 11 月 04 日",2022 年 11 月 04 日,2022-11-04,99.0,82.0,True
AP202211051579976041,601238.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211051579976041.pdf,f13f6441d6fee9d91a256441dd9058bece80d27388c360def81ddb9df1060089,"集团批发环比+10%,埃安持续亮眼 2022 年 11 月 05 日",2022 年 11 月 05 日,2022-11-05,97.0,80.0,True
AP202211071580007121,601633.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211071580007121.pdf,df68ec3722510f8bf1c40050669067af06d8b385464c401eaa9e38fa90ee4dbe,"10 月批发环比+7%,出口表现持续靓丽 2022 年 11 月 07 日",2022 年 11 月 07 日,2022-11-07,100.0,83.0,True
AP202211081580047185,600104.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211081580047185.pdf,ffd130323e85ce29d6b81d5277ffcbc73ffeb247ff44d4326bbdcfdb3ba7a3ba,"10 月批发同比-14%,新能源车型表现良好 2022 年 11 月 08 日",2022 年 11 月 08 日,2022-11-08,102.0,85.0,True
AP202211101580137256,600010.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211101580137256.pdf,583d3311564c2a41b677c95bd1524fb436042c42536cfdf916dafad172c9b082,"稀土精矿定价市场化,公司业绩大幅增厚 2022 年 11 月 10 日",2022 年 11 月 10 日,2022-11-10,99.0,82.0,True
AP202211251580564072,002709.SZ,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211251580564072.pdf,cb1961ef93b2db23eeafc0be6b57c41acf8ff93ff8bb9a40b1fa6a9d23fddd42,"收购胶黏剂公司,电解液海外布局加速 2022 年 11 月 25 日",2022 年 11 月 25 日,2022-11-25,96.0,79.0,True
AP202211281580621037,601615.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211281580621037.pdf,c50f90dda80fdfdff8cb0674099f9bc193f72ef3f6b7c590152a9872bfb4b327,"海风明日之子,半直驱技术领先 2022 年 11 月 27 日",2022 年 11 月 27 日,2022-11-27,96.0,79.0,True
AP202211291580655061,600519.SH,True,data/raw/510300_forward_eps_soochow_originals_v1/AP202211291580655061.pdf,3fe2a94312707038cadf065f766d2c8ed4bacc49aa7eeedb0338250ebb7c8f9d,"股东底部增持,信心更上一层 2022 年 11 月 29 日",2022 年 11 月 29 日,2022-11-29,94.0,77.0,True
